Region;cartodb_id;Okrug;Year;VVP;Glubina_voronki;Dolya_innovatsionno_aktivnykh_organizatsiy;Dolya_innovatsionnykh_produktov;Dokhody_regionalnogo_byudzheta;Raskhody_regionalnogo_byudzheta;Investitsii_v_osnovnoy_kapital;Saldirovanniy_finansoviy_rezultat_deyatelnosti_predpriyatiy;Saldo_regionalnogo_byudzheta;Year_etalon
Республика Северная Осетия - Алания;35;Северо-Кавказский федеральный округ;2009;928814;5;55;4;171038;196425;23812;-1281;-25387;2004
Республика Северная Осетия - Алания;35;Северо-Кавказский федеральный округ;2010;1057816;6;77;18;177874;197896;22755;-997;-20022;2004
Республика Северная Осетия - Алания;35;Северо-Кавказский федеральный округ;2011;1208243;6;54;3;198606;212288;28036;-3230;-13682;2005
Республика Северная Осетия - Алания;35;Северо-Кавказский федеральный округ;2012;1377218;7;45;2;22601;219055;30882;-2499;-196454;2005
Республика Северная Осетия - Алания;35;Северо-Кавказский федеральный округ;2013;1682683;7;53;;24351;263219;40860;-1128;-238868;2006
Республика Северная Осетия - Алания;35;Северо-Кавказский федеральный округ;2014;1787628;7;66;1;252762;270518;43996;-1833;-17756;2007
Республика Северная Осетия - Алания;35;Северо-Кавказский федеральный округ;2015;1789211;8;38;1;248521;256982;36134;-1621;-8461;2007
Республика Северная Осетия - Алания;35;Северо-Кавказский федеральный округ;2016;1779614;9;38;2;262758;261814;36294;-1783;944;2007
Республика Северная Осетия - Алания;35;Северо-Кавказский федеральный округ;2017;1824324;10;113;1;277339;281195;38773;-362;-3856;2007
Республика Северная Осетия - Алания;35;Северо-Кавказский федеральный округ;2018;1856413;10;96;4;329973;325772;45520;-4005;4201;2008
Республика Северная Осетия - Алания;35;Северо-Кавказский федеральный округ;2019;2484932;11;16;4;385101;375171;48546;-3309;9930;2008
Республика Северная Осетия - Алания;35;Северо-Кавказский федеральный округ;2020;257795;10;29;13;48855;483145;43353;-3657;-434290;2010
Республика Северная Осетия - Алания;35;Северо-Кавказский федеральный округ;2021;2933661;10;34;1;514247;501864;51817;-2198;12383;2011
Республика Северная Осетия - Алания;35;Северо-Кавказский федеральный округ;2022;3338454;10;29;9;615965;630404;63417;-2066;-14439;2012
Республика Северная Осетия - Алания;35;Северо-Кавказский федеральный округ;2023;379910;10;17;45;99750;157605;30876;-4936;-57855;2013
Республика Татарстан;50;Приволжский федеральный округ;2005;1282269;0;127;208;872579;878229;37016;98997;-5650;2005
Республика Татарстан;50;Приволжский федеральный округ;2006;1611024;0;128;165;883267;86262;42703;91731;797005;2006
Республика Татарстан;50;Приволжский федеральный округ;2007;2013471;0;141;173;1061325;1085178;57038;139578;-23853;2007
Республика Татарстан;50;Приволжский федеральный округ;2008;2459192;0;143;148;139269;1462685;72523;98200;-1323416;2008
Республика Татарстан;50;Приволжский федеральный округ;2009;2343244;1;145;179;140637;1527315;71018;122076;-1386678;2008
Республика Татарстан;50;Приволжский федеральный округ;2010;2645617;0;149;156;1761585;1938501;86885;140791;-176916;2010
Республика Татарстан;50;Приволжский федеральный округ;2011;3440925;-1;181;149;1915054;2068241;103698;194617;-153187;2012
Республика Татарстан;50;Приволжский федеральный округ;2012;3769071;-1;191;184;2107247;2143071;123472;245658;-35824;2013
Республика Татарстан;50;Приволжский федеральный округ;2013;4050699;-1;21;211;2083352;2095545;137262;219449;-12193;2014
Республика Татарстан;50;Приволжский федеральный округ;2014;4319138;-1;205;205;2168067;2346261;141106;201333;-178194;2015
Республика Татарстан;50;Приволжский федеральный округ;2015;4835099;-1;205;204;2424856;2489367;159800;308585;-64511;2016
Республика Татарстан;50;Приволжский федеральный округ;2016;4986061;-1;213;196;2619822;2615104;164172;358366;4718;2017
Республика Татарстан;50;Приволжский федеральный округ;2017;5501124;-1;317;196;2876641;2740137;163920;314185;136504;2018
Республика Татарстан;50;Приволжский федеральный округ;2018;6337085;-2;215;209;3249193;3193885;161616;456161;55308;2020
Республика Татарстан;50;Приволжский федеральный округ;2019;7200532;-2;174;181;3370443;322139;164285;479099;3048304;2021
Республика Татарстан;50;Приволжский федеральный округ;2020;6749478;0;249;181;3412168;3631851;155384;20388;-219683;2020
Республика Татарстан;50;Приволжский федеральный округ;2021;888039;-3;29;183;4109422;3980932;177169;781438;128490;2024
Республика Татарстан;50;Приволжский федеральный округ;2022;1168406;-2;32;19;5173109;5275126;222115;637857;-102017;2024
Республика Татарстан;50;Приволжский федеральный округ;2023;1537290;-1;73;18;354047;534016;131471;2;-179969;2024
Республика Тыва;76;Сибирский федеральный округ;2005;384297;5;0;0;68679;6751;4262;-175;61928;2000
